file_path,artist
data/images\Alfred_Sisley\Alfred_Sisley_156.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_144.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_32.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_228.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_208.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_70.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_224.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_161.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_69.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_94.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_226.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_76.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_147.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_225.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_108.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_6.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_221.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_82.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_18.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_56.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_98.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_47.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_146.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_43.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_40.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_25.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_252.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_26.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_255.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_81.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_73.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_227.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_236.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_240.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_11.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_75.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_37.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_65.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_102.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_192.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_60.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_23.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_172.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_258.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_244.jpg,Alfred_Sisley
data/images\Alfred_Sisley\Alfred_Sisley_215.jpg,Alfred_Sisley
